config	codepoints	kinds	matched_entry	baseline	new
ss03	E668:E668:E650:E652	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsPea|qsTea	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsPea/full/None/None/|qsTea/full/None/None/
ss03	E668:E668:E650:E653	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsPea|qsDay.half.en-y0.ex-y0	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsPea/full/None/baseline/|qsDay/half/baseline/None/
ss03	E668:E668:E650:E668	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsPea.half.ex-y5.ex-dips|qsRoe.en-y5.en-con-1	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsPea/half/None/x-height/|qsRoe/hapax/x-height/None/en-con-1
ss03	E668:E668:E652:0020	cell	boundary-echo	qsRoe.en-y0.ex-y5|qsRoe|qsTea|space	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsTea/full/None/None/|space/boundary/None/None/
ss03	E668:E668:E652:00B7	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsTea|periodcentered	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsTea/full/None/None/|namer-dot/boundary/None/None/
ss03	E668:E668:E652:200C	cell	boundary-echo	qsRoe.en-y0.ex-y5|qsRoe|qsTea|space	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsTea/full/None/None/|zwnj/boundary/None/None/
ss03	E668:E668:E652:E650	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsTea|qsPea	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsTea/full/None/None/|qsPea/full/None/None/
ss03	E668:E668:E652:E652	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsTea|qsTea	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsTea/full/None/None/|qsTea/full/None/None/
ss03	E668:E668:E652:E653	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1
ss03	E668:E668:E652:E668	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsTea.half.ex-y5|qsRoe.en-y5.en-con-1	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsTea/half/None/x-height/|qsRoe/hapax/x-height/None/en-con-1
ss03	E668:E668:E653:0020	cell	boundary-echo	qsRoe.en-y0.ex-y5|qsRoe|qsDay|space	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsDay/full/None/None/|space/boundary/None/None/
ss03	E668:E668:E653:00B7	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsDay|periodcentered	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsDay/full/None/None/|namer-dot/boundary/None/None/
ss03	E668:E668:E653:200C	cell	boundary-echo	qsRoe.en-y0.ex-y5|qsRoe|qsDay|space	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsDay/full/None/None/|zwnj/boundary/None/None/
ss03	E668:E668:E653:E650	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsDay|qsPea	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsDay/full/None/None/|qsPea/full/None/None/
ss03	E668:E668:E653:E652	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsDay|qsTea.en-y0	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsDay/full/None/baseline/|qsTea/full/baseline/None/
ss03	E668:E668:E653:E653	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsDay|qsDay.half.en-y0.ex-y0	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsDay/full/None/baseline/|qsDay/half/baseline/None/
ss03	E668:E668:E653:E668	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsDay|qsRoe	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/
ss03	E668:E668:E668:0020	cell	boundary-echo	qsRoe.en-y0.ex-y5|qsRoe.ex-y0|qsRoe|space	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/baseline/|qsRoe/hapax/baseline/None/|space/boundary/None/None/
ss03	E668:E668:E668:00B7	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe.ex-y0|qsRoe|periodcentered	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/baseline/|qsRoe/hapax/baseline/None/|namer-dot/boundary/None/None/
ss03	E668:E668:E668:200C	cell	boundary-echo	qsRoe.en-y0.ex-y5|qsRoe.ex-y0|qsRoe|space	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/baseline/|qsRoe/hapax/baseline/None/|zwnj/boundary/None/None/
ss03	E668:E668:E668:E650	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe.ex-y0|qsRoe|qsPea	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/baseline/|qsRoe/hapax/baseline/None/|qsPea/full/None/None/
ss03	E668:E668:E668:E652	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe.ex-y0|qsRoe|qsTea	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/baseline/|qsRoe/hapax/baseline/None/|qsTea/full/None/None/
ss03	E668:E668:E668:E653	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe.ex-y0|qsRoe|qsDay	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/baseline/|qsRoe/hapax/baseline/None/|qsDay/full/None/None/
ss03	E668:E668:E668:E668	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe.ex-y0|qsRoe.en-y0.ex-y5|qsRoe	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/baseline/|qsRoe/hapax/baseline/x-height/|qsRoe/hapax/x-height/None/
ss03	E670:E67A:E670:E665	cell	same-seam-extension-non-summing	qsIt.ex-y0.before-utter|qsUtter|qsIt.en-y5.ex-y0.ex-ext-1|qsMay.en-y0.ex-y5.en-ext-1	qsIt/hapax/None/baseline/|qsUtter/mono/baseline/x-height/|qsIt/hapax/x-height/baseline/|qsMay/loop/baseline/None/
ss04	E650:E650	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.en-y6	qsPea/half/None/y6/|qsPea/full/y6/None/
ss04	E650:E653	cell	dangling-anchor-dropped	qsPea|qsDay.half.en-y0.ex-y0	qsPea/full/None/baseline/|qsDay/half/baseline/None/
ss04	E652:E653	cell	dangling-anchor-dropped	qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1	qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1
ss04	E652:E670	cell	dangling-anchor-dropped	qsTea.half.ex-y5|qsIt.en-y5.ex-y0	qsTea/half/None/x-height/|qsIt/hapax/x-height/None/
ss04	E653:E652	cell	bare-name-live-join	qsDay|qsTea.en-y0	qsDay/full/None/baseline/|qsTea/full/baseline/None/
ss04	E653:E653	cell	dangling-anchor-dropped	qsDay|qsDay.half.en-y0.ex-y0	qsDay/full/None/baseline/|qsDay/half/baseline/None/
ss04	E653:E668	cell	bare-name-live-join	qsDay|qsRoe	qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/
ss04	E658:E666	cell	bare-name-live-join	qsFee.ex-y5.before-utter.ex-ext-1|qsNo	qsFee/loop/None/x-height/ex-ext-1|qsNo/loop/x-height/None/
ss04	E668:E668	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/
ss04	E670:E670	cell	dangling-anchor-dropped	qsIt.ex-y5|qsIt	qsIt/hapax/None/None/|qsIt/hapax/None/None/
ss04	0020:E650:E650	cell	boundary-echo	space|qsPea.half.en-y6.ex-y6|qsPea.en-y6	space/boundary/None/None/|qsPea/half/None/y6/|qsPea/full/y6/None/
ss04	0020:E650:E653	cell	boundary-echo	space|qsPea|qsDay.half.en-y0.ex-y0	space/boundary/None/None/|qsPea/full/None/baseline/|qsDay/half/baseline/None/
ss04	0020:E652:E653	cell	boundary-echo	space|qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1	space/boundary/None/None/|qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1
ss04	0020:E653:E652	cell	boundary-echo	space|qsDay|qsTea.en-y0	space/boundary/None/None/|qsDay/full/None/baseline/|qsTea/full/baseline/None/
ss04	0020:E653:E653	cell	boundary-echo	space|qsDay|qsDay.half.en-y0.ex-y0	space/boundary/None/None/|qsDay/full/None/baseline/|qsDay/half/baseline/None/
ss04	0020:E653:E668	cell	boundary-echo	space|qsDay|qsRoe	space/boundary/None/None/|qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/
ss04	0020:E668:E668	cell	boundary-echo	space|qsRoe.en-y0.ex-y5|qsRoe	space/boundary/None/None/|qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/
ss04	00B7:E650:E650	cell	dangling-anchor-dropped	periodcentered|qsPea.half.en-y6.ex-y6|qsPea.en-y6	namer-dot/boundary/None/None/|qsPea/half/None/y6/|qsPea/full/y6/None/
ss04	00B7:E650:E653	cell	dangling-anchor-dropped	periodcentered|qsPea|qsDay.half.en-y0.ex-y0	namer-dot/boundary/None/None/|qsPea/full/None/baseline/|qsDay/half/baseline/None/
ss04	00B7:E652:E653	cell	dangling-anchor-dropped	periodcentered|qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1	namer-dot/boundary/None/None/|qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1
ss04	00B7:E653:E652	cell	bare-name-live-join	periodcentered|qsDay|qsTea.en-y0	namer-dot/boundary/None/None/|qsDay/full/None/baseline/|qsTea/full/baseline/None/
ss04	00B7:E653:E653	cell	dangling-anchor-dropped	periodcentered|qsDay|qsDay.half.en-y0.ex-y0	namer-dot/boundary/None/None/|qsDay/full/None/baseline/|qsDay/half/baseline/None/
ss04	00B7:E653:E668	cell	bare-name-live-join	periodcentered|qsDay|qsRoe	namer-dot/boundary/None/None/|qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/
ss04	00B7:E668:E668	cell	dangling-anchor-dropped	periodcentered.lowered|qsRoe.en-y0.ex-y5|qsRoe	namer-dot/boundary/None/None/|qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/
ss04	200C:E650:E653	cell	boundary-echo	space|qsPea.noentry|qsDay.half.en-y0.ex-y0	zwnj/boundary/None/None/|qsPea/full/None/baseline/locked|qsDay/half/baseline/None/
ss04	200C:E650:E668	cell	boundary-echo	space|qsPea.half.ex-y5.ex-dips|qsRoe.en-y5.en-con-1	zwnj/boundary/None/None/|qsPea/half/None/x-height/locked|qsRoe/hapax/x-height/None/en-con-1
ss04	200C:E652:E652	cell	boundary-echo	space|qsTea.ex-y0|qsTea	zwnj/boundary/None/None/|qsTea/full/None/None/locked|qsTea/full/None/None/
ss04	200C:E652:E653	cell	boundary-echo	space|qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1	zwnj/boundary/None/None/|qsTea/full/None/baseline/locked|qsDay/half/baseline/None/en-ext-1
ss04	200C:E652:E679	ligation	boundary-echo	space|qsTea.noentry|qsOy	zwnj/boundary/None/None/|qsTea_qsOy/hapax/None/None/
ss04	200C:E653:E652	cell	boundary-echo	space|qsDay.noentry|qsTea.en-y0	zwnj/boundary/None/None/|qsDay/full/None/baseline/locked|qsTea/full/baseline/None/
ss04	200C:E653:E653	cell	boundary-echo	space|qsDay.noentry|qsDay.half.en-y0.ex-y0	zwnj/boundary/None/None/|qsDay/full/None/baseline/locked|qsDay/half/baseline/None/
ss04	200C:E653:E668	cell	boundary-echo	space|qsDay.noentry|qsRoe	zwnj/boundary/None/None/|qsDay/full/None/baseline/locked|qsRoe/hapax/baseline/None/
ss04	200C:E668:E668	cell	boundary-echo	space|qsRoe.en-y0.ex-y5.noentry|qsRoe	zwnj/boundary/None/None/|qsRoe/hapax/None/x-height/locked|qsRoe/hapax/x-height/None/
ss04	E650:E650:0020	cell	boundary-echo	qsPea.half.en-y6.ex-y6|qsPea.en-y6|space	qsPea/half/None/y6/|qsPea/full/y6/None/|space/boundary/None/None/
ss04	E650:E650:00B7	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.en-y6|periodcentered	qsPea/half/None/y6/|qsPea/full/y6/None/|namer-dot/boundary/None/None/
ss04	E650:E650:200C	cell	boundary-echo	qsPea.half.en-y6.ex-y6|qsPea.en-y6|space	qsPea/half/None/y6/|qsPea/full/y6/None/|zwnj/boundary/None/None/
ss04	E650:E650:E650	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.half.en-y6.ex-y6|qsPea.en-y6	qsPea/half/None/y6/|qsPea/half/y6/y6/|qsPea/full/y6/None/
ss04	E650:E650:E652	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.en-y6.ex-y0|qsTea	qsPea/half/None/y6/|qsPea/full/y6/None/|qsTea/full/None/None/
ss04	E650:E650:E653	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.en-y6.ex-y0|qsDay.half.en-y0.ex-y0	qsPea/half/None/y6/|qsPea/full/y6/baseline/|qsDay/half/baseline/None/
ss04	E650:E650:E668	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.half.en-y6.ex-y5.ex-dips|qsRoe.en-y5.en-con-1	qsPea/half/None/y6/|qsPea/half/y6/x-height/|qsRoe/hapax/x-height/None/en-con-1
ss04	E650:E650:E67A	cell,seam	pea-chain-regularized	qsPea.half.en-y6.ex-y6|qsPea.en-y6|qsUtter	qsPea/half/None/y6/|qsPea/full/y6/baseline/|qsUtter/mono/baseline/None/
ss04	E650:E652:E653	cell	dangling-anchor-dropped	qsPea|qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1	qsPea/full/None/None/|qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1
ss04	E650:E653:0020	cell	boundary-echo	qsPea|qsDay.half.en-y0.ex-y0|space	qsPea/full/None/baseline/|qsDay/half/baseline/None/|space/boundary/None/None/
ss04	E650:E653:00B7	cell	dangling-anchor-dropped	qsPea|qsDay.half.en-y0.ex-y0|periodcentered	qsPea/full/None/baseline/|qsDay/half/baseline/None/|namer-dot/boundary/None/None/
ss04	E650:E653:200C	cell	boundary-echo	qsPea|qsDay.half.en-y0.ex-y0|space	qsPea/full/None/baseline/|qsDay/half/baseline/None/|zwnj/boundary/None/None/
ss04	E650:E653:E650	cell	dangling-anchor-dropped	qsPea|qsDay.half.en-y0.ex-y0|qsPea	qsPea/full/None/baseline/|qsDay/half/baseline/None/|qsPea/full/None/None/
ss04	E650:E653:E652	cell	bare-name-live-join	qsPea|qsDay.half.en-y0.ex-y0|qsTea.en-y0	qsPea/full/None/baseline/|qsDay/half/baseline/baseline/|qsTea/full/baseline/None/
ss04	E650:E653:E653	cell	dangling-anchor-dropped	qsPea|qsDay.half.en-y0.ex-y0|qsDay.half.en-y0.ex-y0	qsPea/full/None/baseline/|qsDay/half/baseline/baseline/|qsDay/half/baseline/None/
ss04	E650:E653:E668	cell	bare-name-live-join	qsPea|qsDay.half.en-y0.ex-y0|qsRoe	qsPea/full/None/baseline/|qsDay/half/baseline/baseline/|qsRoe/hapax/baseline/None/
ss04	E650:E668:E668	cell,position	UNMATCHED	qsPea.half.ex-y5.ex-dips|qsRoe.ex-y0|qsRoe	qsPea/half/None/x-height/|qsRoe/hapax/x-height/baseline/en-con-1|qsRoe/hapax/baseline/None/
ss04	E650:E670:E65D	cell,seam	regrouping-floor-drift	qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0|qsJai	qsPea/full/None/None/|qsIt/hapax/None/x-height/ex-ext-1|qsJai/hapax/x-height/None/
ss04	E652:E650:E650	cell	dangling-anchor-dropped	qsTea|qsPea.half.en-y6.ex-y6|qsPea.en-y6	qsTea/full/None/None/|qsPea/half/None/y6/|qsPea/full/y6/None/
ss04	E652:E650:E653	cell	dangling-anchor-dropped	qsTea|qsPea|qsDay.half.en-y0.ex-y0	qsTea/full/None/None/|qsPea/full/None/baseline/|qsDay/half/baseline/None/
ss04	E652:E652:E653	cell	dangling-anchor-dropped	qsTea|qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1	qsTea/full/None/None/|qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1
ss04	E652:E653:0020	cell	boundary-echo	qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1|space	qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1|space/boundary/None/None/
ss04	E652:E653:00B7	cell	dangling-anchor-dropped	qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1|periodcentered	qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1|namer-dot/boundary/None/None/
ss04	E652:E653:200C	cell	boundary-echo	qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1|space	qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1|zwnj/boundary/None/None/
ss04	E652:E653:E650	cell	dangling-anchor-dropped	qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1|qsPea	qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1|qsPea/full/None/None/
ss04	E652:E653:E653	cell	dangling-anchor-dropped	qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1|qsDay.half.en-y0.ex-y0	qsTea/full/None/baseline/|qsDay/half/baseline/baseline/en-ext-1|qsDay/half/baseline/None/
ss04	E652:E653:E668	cell	bare-name-live-join	qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1|qsRoe	qsTea/full/None/baseline/|qsDay/half/baseline/baseline/en-ext-1|qsRoe/hapax/baseline/None/
ss04	E652:E668:E668	cell,position	UNMATCHED	qsTea.half.ex-y5|qsRoe.ex-y0|qsRoe	qsTea/half/None/x-height/|qsRoe/hapax/x-height/baseline/en-con-1|qsRoe/hapax/baseline/None/
ss04	E653:E650:E650	cell	dangling-anchor-dropped	qsDay|qsPea.half.en-y6.ex-y6|qsPea.en-y6	qsDay/full/None/None/|qsPea/half/None/y6/|qsPea/full/y6/None/
ss04	E653:E650:E653	cell	dangling-anchor-dropped	qsDay|qsPea|qsDay.half.en-y0.ex-y0	qsDay/full/None/None/|qsPea/full/None/baseline/|qsDay/half/baseline/None/
ss04	E653:E652:0020	cell	boundary-echo	qsDay|qsTea.en-y0|space	qsDay/full/None/baseline/|qsTea/full/baseline/None/|space/boundary/None/None/
ss04	E653:E652:00B7	cell	bare-name-live-join	qsDay|qsTea.en-y0|periodcentered	qsDay/full/None/baseline/|qsTea/full/baseline/None/|namer-dot/boundary/None/None/
ss04	E653:E652:200C	cell	boundary-echo	qsDay|qsTea.en-y0|space	qsDay/full/None/baseline/|qsTea/full/baseline/None/|zwnj/boundary/None/None/
ss04	E653:E652:E650	cell	bare-name-live-join	qsDay|qsTea.en-y0|qsPea	qsDay/full/None/baseline/|qsTea/full/baseline/None/|qsPea/full/None/None/
ss04	E653:E652:E652	cell	bare-name-live-join	qsDay|qsTea.en-y0|qsTea	qsDay/full/None/baseline/|qsTea/full/baseline/None/|qsTea/full/None/None/
ss04	E653:E652:E653	cell	dangling-anchor-dropped	qsDay|qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1	qsDay/full/None/None/|qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1
ss04	E653:E652:E668	cell,seam	regrouping-floor-drift	qsDay|qsTea.half.ex-y5|qsRoe.en-y5.en-con-1	qsDay/full/None/baseline/|qsTea/full/baseline/None/|qsRoe/hapax/None/None/
ss04	E653:E653:0020	cell	boundary-echo	qsDay|qsDay.half.en-y0.ex-y0|space	qsDay/full/None/baseline/|qsDay/half/baseline/None/|space/boundary/None/None/
ss04	E653:E653:00B7	cell	dangling-anchor-dropped	qsDay|qsDay.half.en-y0.ex-y0|periodcentered	qsDay/full/None/baseline/|qsDay/half/baseline/None/|namer-dot/boundary/None/None/
ss04	E653:E653:200C	cell	boundary-echo	qsDay|qsDay.half.en-y0.ex-y0|space	qsDay/full/None/baseline/|qsDay/half/baseline/None/|zwnj/boundary/None/None/
ss04	E653:E653:E650	cell	dangling-anchor-dropped	qsDay|qsDay.half.en-y0.ex-y0|qsPea	qsDay/full/None/baseline/|qsDay/half/baseline/None/|qsPea/full/None/None/
ss04	E653:E653:E652	cell	bare-name-live-join	qsDay|qsDay.half.en-y0.ex-y0|qsTea.en-y0	qsDay/full/None/baseline/|qsDay/half/baseline/baseline/|qsTea/full/baseline/None/
ss04	E653:E653:E653	cell	dangling-anchor-dropped	qsDay|qsDay.half.en-y0.ex-y0|qsDay.half.en-y0.ex-y0	qsDay/full/None/baseline/|qsDay/half/baseline/baseline/|qsDay/half/baseline/None/
ss04	E653:E653:E668	cell	bare-name-live-join	qsDay|qsDay.half.en-y0.ex-y0|qsRoe	qsDay/full/None/baseline/|qsDay/half/baseline/baseline/|qsRoe/hapax/baseline/None/
ss04	E653:E668:0020	cell	boundary-echo	qsDay|qsRoe|space	qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/|space/boundary/None/None/
ss04	E653:E668:00B7	cell	bare-name-live-join	qsDay|qsRoe|periodcentered	qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/|namer-dot/boundary/None/None/
ss04	E653:E668:200C	cell	boundary-echo	qsDay|qsRoe|space	qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/|zwnj/boundary/None/None/
ss04	E653:E668:E650	cell	bare-name-live-join	qsDay|qsRoe|qsPea	qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/|qsPea/full/None/None/
ss04	E653:E668:E652	cell	bare-name-live-join	qsDay|qsRoe|qsTea	qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/|qsTea/full/None/None/
ss04	E653:E668:E653	cell	bare-name-live-join	qsDay|qsRoe|qsDay	qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/|qsDay/full/None/None/
ss04	E653:E668:E668	cell	bare-name-live-join	qsDay|qsRoe.en-y0.ex-y5|qsRoe	qsDay/full/None/baseline/|qsRoe/hapax/baseline/x-height/|qsRoe/hapax/x-height/None/
ss04	E665:E666:E666	cell	bare-name-live-join	qsMay|qsNo|qsNo	qsMay/loop/None/x-height/|qsNo/loop/x-height/x-height/|qsNo/loop/x-height/None/
ss04	E668:E650:E650	cell	dangling-anchor-dropped	qsRoe|qsPea.half.en-y6.ex-y6|qsPea.en-y6	qsRoe/hapax/None/None/|qsPea/half/None/y6/|qsPea/full/y6/None/
ss04	E668:E650:E653	cell	dangling-anchor-dropped	qsRoe|qsPea|qsDay.half.en-y0.ex-y0	qsRoe/hapax/None/None/|qsPea/full/None/baseline/|qsDay/half/baseline/None/
ss04	E668:E652:E653	cell	dangling-anchor-dropped	qsRoe|qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1	qsRoe/hapax/None/None/|qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1
ss04	E668:E653:E652	cell	bare-name-live-join	qsRoe|qsDay|qsTea.en-y0	qsRoe/hapax/None/None/|qsDay/full/None/baseline/|qsTea/full/baseline/None/
ss04	E668:E653:E653	cell	dangling-anchor-dropped	qsRoe|qsDay|qsDay.half.en-y0.ex-y0	qsRoe/hapax/None/None/|qsDay/full/None/baseline/|qsDay/half/baseline/None/
ss04	E668:E653:E668	cell	bare-name-live-join	qsRoe|qsDay|qsRoe	qsRoe/hapax/None/None/|qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/
ss04	E668:E668:0020	cell	boundary-echo	qsRoe.en-y0.ex-y5|qsRoe|space	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|space/boundary/None/None/
ss04	E668:E668:00B7	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|periodcentered	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|namer-dot/boundary/None/None/
ss04	E668:E668:200C	cell	boundary-echo	qsRoe.en-y0.ex-y5|qsRoe|space	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|zwnj/boundary/None/None/
ss04	E668:E668:E650	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsPea	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsPea/full/None/None/
ss04	E668:E668:E652	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsTea	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsTea/full/None/None/
ss04	E668:E668:E653	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe|qsDay	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/|qsDay/full/None/None/
ss04	E668:E668:E668	cell	dangling-anchor-dropped	qsRoe.en-y0.ex-y5|qsRoe.ex-y0|qsRoe	qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/baseline/|qsRoe/hapax/baseline/None/
ss04	0020:0020:E650:E650	cell	boundary-echo	space|space|qsPea.half.en-y6.ex-y6|qsPea.en-y6	space/boundary/None/None/|space/boundary/None/None/|qsPea/half/None/y6/|qsPea/full/y6/None/
ss04	0020:0020:E650:E653	cell	boundary-echo	space|space|qsPea|qsDay.half.en-y0.ex-y0	space/boundary/None/None/|space/boundary/None/None/|qsPea/full/None/baseline/|qsDay/half/baseline/None/
ss04	0020:0020:E652:E653	cell	boundary-echo	space|space|qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1	space/boundary/None/None/|space/boundary/None/None/|qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1
ss04	0020:0020:E653:E652	cell	boundary-echo	space|space|qsDay|qsTea.en-y0	space/boundary/None/None/|space/boundary/None/None/|qsDay/full/None/baseline/|qsTea/full/baseline/None/
ss04	0020:0020:E653:E653	cell	boundary-echo	space|space|qsDay|qsDay.half.en-y0.ex-y0	space/boundary/None/None/|space/boundary/None/None/|qsDay/full/None/baseline/|qsDay/half/baseline/None/
ss04	0020:0020:E653:E668	cell	boundary-echo	space|space|qsDay|qsRoe	space/boundary/None/None/|space/boundary/None/None/|qsDay/full/None/baseline/|qsRoe/hapax/baseline/None/
ss04	0020:0020:E668:E668	cell	boundary-echo	space|space|qsRoe.en-y0.ex-y5|qsRoe	space/boundary/None/None/|space/boundary/None/None/|qsRoe/hapax/None/x-height/|qsRoe/hapax/x-height/None/
ss04	0020:00B7:E650:E650	cell	boundary-echo	space|periodcentered|qsPea.half.en-y6.ex-y6|qsPea.en-y6	space/boundary/None/None/|namer-dot/boundary/None/None/|qsPea/half/None/y6/|qsPea/full/y6/None/
ss04	0020:00B7:E650:E653	cell	boundary-echo	space|periodcentered|qsPea|qsDay.half.en-y0.ex-y0	space/boundary/None/None/|namer-dot/boundary/None/None/|qsPea/full/None/baseline/|qsDay/half/baseline/None/
ss04	0020:00B7:E652:E653	cell	boundary-echo	space|periodcentered|qsTea.ex-y0|qsDay.half.en-y0.ex-y0.en-ext-1	space/boundary/None/None/|namer-dot/boundary/None/None/|qsTea/full/None/baseline/|qsDay/half/baseline/None/en-ext-1
